Time,severe_thunderstorm_watch
2025-03-04,3.707865168539326
2025-03-05,16.314606741573034
2025-03-06,0.0
2025-03-07,0.0
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,0.0
2025-03-11,0.0
2025-03-12,8.157303370786517
2025-03-13,2.2247191011235956
2025-03-14,6.674157303370787
2025-03-15,15.57303370786517
2025-03-16,10.382022471910112
2025-03-17,0.0
2025-03-18,0.0
2025-03-19,5.932584269662922
2025-03-20,11.865168539325843
2025-03-21,0.0
2025-03-22,0.0
2025-03-23,4.449438202247191
2025-03-24,14.089887640449438
2025-03-25,0.0
2025-03-26,22.98876404494382
2025-03-27,32.62921348314607
2025-03-28,0.7415730337078652
2025-03-29,0.0
2025-03-30,48.943820224719104
2025-03-31,49.68539325842697
2025-04-01,1.4831460674157304
2025-04-02,7.415730337078652
2025-04-03,19.280898876404496
2025-04-04,5.932584269662922
2025-04-05,6.674157303370787
2025-04-06,1.4831460674157304
2025-04-07,3.707865168539326
2025-04-08,1.4831460674157304
2025-04-09,0.0
2025-04-10,19.280898876404496
2025-04-11,10.382022471910112
2025-04-12,0.7415730337078652
2025-04-13,0.7415730337078652
2025-04-14,7.415730337078652
2025-04-15,3.698821594957523
2025-04-16,0.0
2025-04-17,6.565634420389149
2025-04-18,6.565634420389149
2025-04-19,10.725678268018637
2025-04-20,2.496026308577693
2025-04-21,0.8320087695258975
2025-04-22,2.496026308577693
2025-04-23,6.565634420389149
2025-04-24,5.733625650863251
2025-04-25,2.8668128254316256
2025-04-26,1.664017539051795
2025-04-27,0.8320087695258975
2025-04-28,1.2027952863798301
2025-04-29,46.04987667854207
2025-04-30,6.565634420389149
2025-05-01,33.289394354617706
2025-05-02,71.10961907371883
2025-05-03,55.482323924362845
2025-05-04,16.459303918881886
2025-05-05,37.82022471910113
2025-05-06,39.02302000548096
2025-05-07,4.530830364483421
2025-05-08,29.590572759660184
2025-05-09,15.62729514935599
2025-05-10,1.2027952863798301
2025-05-11,9.061660728966842
2025-05-12,3.698821594957523
2025-05-13,0.8320087695258975
2025-05-14,0.8320087695258975
2025-05-15,12.91422307481502
2025-05-16,73.7955604275144
2025-05-17,54.42422581529187
2025-05-18,17.526445601534668
2025-05-19,5.53466703206358
2025-05-20,5.53466703206358
2025-05-21,1.84488901068786
2025-05-22,7.37955604275144
2025-05-23,1.84488901068786
2025-05-24,11.06933406412716
2025-05-25,14.75911208550288
2025-05-26,23.983557138942178
2025-05-27,15.68155659084681
2025-05-28,13.836667580158949
2025-05-29,5.53466703206358
2025-05-30,23.06111263359825
2025-05-31,1.84488901068786
2025-06-01,10.14688955878323
2025-06-02,13.836667580158949
2025-06-03,13.836667580158949
2025-06-04,14.75911208550288
2025-06-05,10.14688955878323
2025-06-06,9.2244450534393
2025-06-07,22.13866812825432
2025-06-08,33.20800219238148
2025-06-09,57.19155933132366
2025-06-10,8.30200054809537
2025-06-11,5.53466703206358
2025-06-12,2.76733351603179
2025-06-13,4.61222252671965
2025-06-14,3.68977802137572
2025-06-15,7.37955604275144
2025-06-16,5.53466703206358
2025-06-17,25.82844614963004
2025-06-18,50.73444779391615
2025-06-19,92.244450534393
2025-06-20,12.91422307481502
2025-06-21,3.68977802137572
2025-06-22,3.68977802137572
2025-06-23,10.14688955878323
2025-06-24,11.06933406412716
2025-06-25,4.61222252671965
2025-06-26,24.90600164428611
2025-06-27,24.90600164428611
2025-06-28,18.4488901068786
2025-06-29,24.90600164428611
2025-06-30,7.37955604275144
2025-07-01,41.51000274047685
2025-07-02,3.68977802137572
2025-07-03,67.33844889010689
2025-07-04,13.836667580158949
2025-07-05,4.61222252671965
2025-07-06,8.30200054809537
2025-07-07,8.30200054809537
2025-07-08,17.526445601534668
2025-07-09,35.97533570841327
2025-07-10,11.06933406412716
2025-07-11,15.68155659084681
2025-07-12,7.37955604275144
2025-07-13,0.92244450534393
2025-07-14,0.92244450534393
2025-07-15,5.53466703206358
2025-07-16,35.97533570841327
2025-07-17,10.14688955878323
2025-07-18,1.84488901068786
2025-07-19,11.06933406412716
2025-07-20,23.06111263359825
2025-07-21,5.53466703206358
2025-07-22,1.84488901068786
2025-07-23,1.84488901068786
2025-07-24,5.53466703206358
2025-07-25,12.91422307481502
2025-07-26,3.68977802137572
2025-07-27,2.76733351603179
2025-07-28,4.61222252671965
2025-07-29,15.68155659084681
2025-07-30,4.61222252671965
2025-07-31,42.432447245820775
2025-08-01,2.76733351603179
2025-08-02,3.68977802137572
2025-08-03,1.84488901068786
2025-08-04,1.84488901068786
2025-08-05,0.92244450534393
2025-08-06,0.92244450534393
2025-08-07,0.92244450534393
2025-08-08,1.84488901068786
2025-08-09,18.4488901068786
2025-08-10,16.60400109619074
2025-08-11,4.61222252671965
2025-08-12,0.92244450534393
2025-08-13,0.92244450534393
2025-08-14,0.92244450534393
2025-08-15,5.53466703206358
2025-08-16,36.8977802137572
2025-08-17,3.68977802137572
2025-08-18,23.06111263359825
2025-08-19,2.76733351603179
2025-08-20,0.92244450534393
2025-08-21,0.0
2025-08-22,0.0
2025-08-23,0.0
2025-08-24,1.84488901068786
2025-08-25,0.92244450534393
2025-08-26,0.0
2025-08-27,0.0
2025-08-28,0.92244450534393
2025-08-29,0.0
2025-08-30,0.0
2025-08-31,0.0
2025-09-01,0.0
2025-09-02,0.0
2025-09-03,0.92244450534393
2025-09-04,0.92244450534393
2025-09-05,2.76733351603179
2025-09-06,54.42422581529187
2025-09-07,3.68977802137572
2025-09-08,0.92244450534393
2025-09-09,0.92244450534393
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,0.0
2025-09-13,0.0
2025-09-14,0.92244450534393
2025-09-15,0.0
2025-09-16,0.92244450534393
2025-09-17,1.84488901068786
2025-09-18,2.76733351603179
2025-09-19,0.92244450534393
2025-09-20,0.92244450534393
2025-09-21,8.30200054809537
2025-09-22,3.68977802137572
2025-09-23,2.76733351603179
2025-09-24,1.84488901068786
2025-09-25,0.0
2025-09-26,3.68977802137572
2025-09-27,0.92244450534393
2025-09-28,0.0
2025-09-29,0.0
2025-09-30,0.0
2025-10-01,0.0
2025-10-02,0.0
2025-10-03,0.0
2025-10-04,0.0
2025-10-05,0.0
2025-10-06,0.0
2025-10-07,0.0
2025-10-08,0.0
2025-10-09,0.0
2025-10-10,0.0
2025-10-11,0.0
2025-10-12,0.0
2025-10-13,0.0
2025-10-14,17.526445601534668
2025-10-15,0.92244450534393
2025-10-16,0.92244450534393
2025-10-17,0.0
2025-10-18,4.61222252671965
2025-10-19,1.84488901068786
2025-10-20,0.0
2025-10-21,0.0
2025-10-22,0.0
2025-10-23,0.0
2025-10-24,5.53466703206358
2025-10-25,23.983557138942178
2025-10-26,0.92244450534393
2025-10-27,0.0
2025-10-28,0.0
2025-10-29,0.0
2025-10-30,0.0
2025-10-31,0.0
2025-11-01,0.0
2025-11-02,0.0
2025-11-03,0.0
2025-11-04,0.0
2025-11-05,0.0
2025-11-06,0.0
2025-11-07,0.0
2025-11-08,0.0
2025-11-09,0.0
2025-11-10,0.0
2025-11-11,0.0
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,0.0
2025-11-15,0.0
2025-11-16,0.0
2025-11-17,0.0
2025-11-18,0.0
2025-11-19,0.0
2025-11-20,0.0
2025-11-21,0.0
2025-11-22,0.0
2025-11-23,0.92244450534393
2025-11-24,0.0
2025-11-25,0.0
2025-11-26,0.0
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,0.0
2025-12-02,0.0
2025-12-03,0.0
2025-12-04,0.0
2025-12-05,0.0
2025-12-06,0.0
2025-12-07,0.0
2025-12-08,0.0
2025-12-09,0.0
2025-12-10,0.0
2025-12-11,0.0
2025-12-12,0.0
2025-12-13,0.0
2025-12-14,0.0
2025-12-15,0.0
2025-12-16,0.0
2025-12-17,0.0
2025-12-18,0.0
2025-12-19,0.0
2025-12-20,0.0
2025-12-21,0.0
2025-12-22,0.0
2025-12-23,0.0
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,0.0
2025-12-27,0.0
2025-12-28,0.0
2025-12-29,0.5
2025-12-30,0.0
2025-12-31,0.0
2026-01-01,0.0
2026-01-02,0.0
2026-01-03,0.0
2026-01-04,0.0
2026-01-05,0.0
2026-01-06,0.0
2026-01-07,0.0
2026-01-08,0.0
2026-01-09,0.0
2026-01-10,0.0
2026-01-11,0.0
2026-01-12,0.0
2026-01-13,0.0
2026-01-14,0.0
2026-01-15,0.0
2026-01-16,0.0
2026-01-17,0.0
2026-01-18,0.0
2026-01-19,0.0
2026-01-20,0.0
2026-01-21,0.0
2026-01-22,0.0
2026-01-23,0.0
2026-01-24,0.0
2026-01-25,0.0
2026-01-26,0.0
2026-01-27,0.0
2026-01-28,0.0
2026-01-29,0.0
2026-01-30,0.0
2026-01-31,0.0
2026-02-01,0.0
2026-02-02,0.0
2026-02-03,0.0
2026-02-04,0.0
2026-02-05,0.0
2026-02-06,0.0
2026-02-07,0.0
2026-02-08,0.0
2026-02-09,0.0
2026-02-10,0.0
2026-02-11,0.0
2026-02-12,0.0
2026-02-13,0.0
2026-02-14,0.0
2026-02-15,0.0
2026-02-16,0.0
2026-02-17,0.0
2026-02-18,0.0
2026-02-19,0.0
2026-02-20,0.0
2026-02-21,0.0
2026-02-22,0.0
2026-02-23,0.0
2026-02-24,0.0
2026-02-25,0.0
2026-02-26,0.0
2026-02-27,1.0
2026-02-28,0.0
2026-03-01,0.0
2026-03-02,0.0
2026-03-03,0.0
2026-03-04,0.0
2026-03-05,0.0
2026-03-06,0.0
2026-03-07,1.0
2026-03-08,0.0
2026-03-09,0.0
2026-03-10,1.0
2026-03-11,2.0
2026-03-12,1.0
2026-03-13,0.0
2026-03-14,0.0
2026-03-15,0.0
2026-03-16,3.0
2026-03-17,1.0
2026-03-18,0.0
2026-03-19,0.0
2026-03-20,0.0
2026-03-21,0.0
2026-03-22,0.0
2026-03-23,0.0
2026-03-24,0.0
2026-03-25,0.0
2026-03-26,9.0
2026-03-27,10.0
2026-03-28,1.0
2026-03-29,1.0
2026-03-30,0.0
2026-03-31,73.0
2026-04-01,21.0
2026-04-02,4.0
2026-04-03,15.0
2026-04-04,36.0
2026-04-05,6.0
2026-04-06,2.0
2026-04-07,1.0
2026-04-08,1.0
2026-04-09,1.0
2026-04-10,2.0
2026-04-11,0.0
2026-04-12,5.0
2026-04-13,8.0
2026-04-14,32.0
2026-04-15,32.0
2026-04-16,20.0
2026-04-17,13.0
2026-04-18,6.0
2026-04-19,2.0
2026-04-20,1.0
2026-04-21,1.0
2026-04-22,0.0
2026-04-23,18.0
2026-04-24,16.0
2026-04-25,9.0
2026-04-26,15.0
2026-04-27,39.0
2026-04-28,40.0
2026-04-29,15.0
2026-04-30,4.0
2026-05-01,2.0
2026-05-02,1.0
2026-05-03,1.0
2026-05-04,0.0
2026-05-05,1.0
2026-05-06,6.0
2026-05-07,1.0
2026-05-08,7.0
2026-05-09,15.0
2026-05-10,15.0
2026-05-11,17.0
2026-05-12,1.0
2026-05-13,12.0
2026-05-14,7.0
2026-05-15,9.0
2026-05-16,25.0
2026-05-17,8.0
2026-05-18,56.0
2026-05-19,31.0
2026-05-20,100.0
2026-05-21,11.0
2026-05-22,4.0
2026-05-23,5.0
2026-05-24,5.0
2026-05-25,3.0
2026-05-26,2.0
2026-05-27,21.0
2026-05-28,13.0
2026-05-29,14.0
2026-05-30,7.0
2026-05-31,3.0
